,ISO,Country,BOS_KICKOFF_REVIEW_TRACKERID,AGENCY_NAME,participating,RISK_DESCRIPTION,LIKEHOOD,IMPACT,RISK_TREATMENT,MITIGATION_MEASURES,OVERALL_RISK
281,AFG,Afghanistan,229,IFAD,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
282,AFG,Afghanistan,229,ILO,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
283,AFG,Afghanistan,229,IMF,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
284,AFG,Afghanistan,229,IOM,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
285,AFG,Afghanistan,229,ITC,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
286,AFG,Afghanistan,229,UN,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
287,AFG,Afghanistan,229,UN WOMEN,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
288,AFG,Afghanistan,229,UNAIDS,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
289,AFG,Afghanistan,229,UNDP,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
290,AFG,Afghanistan,229,UNESCO,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
291,AFG,Afghanistan,229,UNFPA,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
292,AFG,Afghanistan,229,UNHCR,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
293,AFG,Afghanistan,229,UNICEF,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
294,AFG,Afghanistan,229,UNIDO,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
295,AFG,Afghanistan,229,UNOPS,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
296,AFG,Afghanistan,229,UNS - OCHA,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
297,AFG,Afghanistan,229,UNS - OHCHR,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
298,AFG,Afghanistan,229,UNS – RCOs,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
299,AFG,Afghanistan,229,UNS - UN Habitat,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
300,AFG,Afghanistan,229,UNS – UNAMA,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
301,AFG,Afghanistan,229,UNS - UNCTAD,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
302,AFG,Afghanistan,229,UNS - UNEP,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
303,AFG,Afghanistan,229,UNS - UNODC,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
304,AFG,Afghanistan,229,UNV,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
305,AFG,Afghanistan,229,WFP,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
306,AFG,Afghanistan,229,WHO,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
307,AFG,Afghanistan,229,World Bank,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
308,AFG,Afghanistan,229,FAO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
309,AFG,Afghanistan,229,IFAD,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
310,AFG,Afghanistan,229,ILO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
311,AFG,Afghanistan,229,IMF,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
312,AFG,Afghanistan,229,IOM,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
313,AFG,Afghanistan,229,ITC,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
314,AFG,Afghanistan,229,UN,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
315,AFG,Afghanistan,229,UN WOMEN,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
316,AFG,Afghanistan,229,UNAIDS,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
317,AFG,Afghanistan,229,UNDP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
318,AFG,Afghanistan,229,UNESCO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
319,AFG,Afghanistan,229,UNFPA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
320,AFG,Afghanistan,229,UNHCR,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
321,AFG,Afghanistan,229,UNICEF,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
322,AFG,Afghanistan,229,UNIDO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
323,AFG,Afghanistan,229,UNOPS,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
324,AFG,Afghanistan,229,UNS - OCHA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
325,AFG,Afghanistan,229,UNS - OHCHR,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
326,AFG,Afghanistan,229,UNS – RCOs,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
327,AFG,Afghanistan,229,UNS - UN Habitat,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
328,AFG,Afghanistan,229,UNS – UNAMA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
329,AFG,Afghanistan,229,UNS - UNCTAD,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
330,AFG,Afghanistan,229,UNS - UNEP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
331,AFG,Afghanistan,229,UNS - UNODC,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
332,AFG,Afghanistan,229,UNV,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
333,AFG,Afghanistan,229,WFP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
334,AFG,Afghanistan,229,WHO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
335,AFG,Afghanistan,229,World Bank,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability.,High
336,AFG,Afghanistan,229,FAO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
337,AFG,Afghanistan,229,IFAD,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
338,AFG,Afghanistan,229,ILO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
339,AFG,Afghanistan,229,IMF,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
340,AFG,Afghanistan,229,IOM,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
341,AFG,Afghanistan,229,ITC,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
342,AFG,Afghanistan,229,UN,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
343,AFG,Afghanistan,229,UN WOMEN,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
344,AFG,Afghanistan,229,UNAIDS,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
345,AFG,Afghanistan,229,UNDP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
346,AFG,Afghanistan,229,UNESCO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
347,AFG,Afghanistan,229,UNFPA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
348,AFG,Afghanistan,229,UNHCR,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
349,AFG,Afghanistan,229,UNICEF,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
350,AFG,Afghanistan,229,UNIDO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
351,AFG,Afghanistan,229,UNOPS,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
352,AFG,Afghanistan,229,UNS - OCHA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
353,AFG,Afghanistan,229,UNS - OHCHR,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
354,AFG,Afghanistan,229,UNS – RCOs,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
355,AFG,Afghanistan,229,UNS - UN Habitat,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
356,AFG,Afghanistan,229,UNS – UNAMA,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
357,AFG,Afghanistan,229,UNS - UNCTAD,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
358,AFG,Afghanistan,229,UNS - UNEP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
359,AFG,Afghanistan,229,UNS - UNODC,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
360,AFG,Afghanistan,229,UNV,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
361,AFG,Afghanistan,229,WFP,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
362,AFG,Afghanistan,229,WHO,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
363,AFG,Afghanistan,229,World Bank,True, A funding cut imposed by the legislative bodies,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
364,AFG,Afghanistan,229,FAO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
365,AFG,Afghanistan,229,IFAD,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
366,AFG,Afghanistan,229,ILO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
367,AFG,Afghanistan,229,IMF,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
368,AFG,Afghanistan,229,IOM,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
369,AFG,Afghanistan,229,ITC,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
370,AFG,Afghanistan,229,UN,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
371,AFG,Afghanistan,229,UN WOMEN,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
372,AFG,Afghanistan,229,UNAIDS,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
373,AFG,Afghanistan,229,UNDP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
374,AFG,Afghanistan,229,UNESCO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
375,AFG,Afghanistan,229,UNFPA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
376,AFG,Afghanistan,229,UNHCR,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
377,AFG,Afghanistan,229,UNICEF,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
378,AFG,Afghanistan,229,UNIDO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
379,AFG,Afghanistan,229,UNOPS,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
380,AFG,Afghanistan,229,UNS - OCHA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
381,AFG,Afghanistan,229,UNS - OHCHR,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
382,AFG,Afghanistan,229,UNS – RCOs,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
383,AFG,Afghanistan,229,UNS - UN Habitat,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
384,AFG,Afghanistan,229,UNS – UNAMA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
385,AFG,Afghanistan,229,UNS - UNCTAD,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
386,AFG,Afghanistan,229,UNS - UNEP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
387,AFG,Afghanistan,229,UNS - UNODC,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
388,AFG,Afghanistan,229,UNV,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
389,AFG,Afghanistan,229,WFP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
390,AFG,Afghanistan,229,WHO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
391,AFG,Afghanistan,229,World Bank,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
392,AFG,Afghanistan,229,FAO,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
393,AFG,Afghanistan,229,IFAD,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
394,AFG,Afghanistan,229,ILO,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
395,AFG,Afghanistan,229,IMF,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
396,AFG,Afghanistan,229,IOM,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
397,AFG,Afghanistan,229,ITC,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
398,AFG,Afghanistan,229,UN,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
399,AFG,Afghanistan,229,UN WOMEN,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
400,AFG,Afghanistan,229,UNAIDS,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
401,AFG,Afghanistan,229,UNDP,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
402,AFG,Afghanistan,229,UNESCO,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
403,AFG,Afghanistan,229,UNFPA,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
404,AFG,Afghanistan,229,UNHCR,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
405,AFG,Afghanistan,229,UNICEF,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
406,AFG,Afghanistan,229,UNIDO,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
407,AFG,Afghanistan,229,UNOPS,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
408,AFG,Afghanistan,229,UNS - OCHA,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
409,AFG,Afghanistan,229,UNS - OHCHR,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
410,AFG,Afghanistan,229,UNS – RCOs,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
411,AFG,Afghanistan,229,UNS - UN Habitat,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
412,AFG,Afghanistan,229,UNS – UNAMA,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
413,AFG,Afghanistan,229,UNS - UNCTAD,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
414,AFG,Afghanistan,229,UNS - UNEP,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
415,AFG,Afghanistan,229,UNS - UNODC,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
416,AFG,Afghanistan,229,UNV,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
417,AFG,Afghanistan,229,WFP,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
418,AFG,Afghanistan,229,WHO,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
419,AFG,Afghanistan,229,World Bank,True,A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust programme delivery according to the funding availability,High
420,AFG,Afghanistan,229,FAO,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
421,AFG,Afghanistan,229,IFAD,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
422,AFG,Afghanistan,229,ILO,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
423,AFG,Afghanistan,229,IMF,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
424,AFG,Afghanistan,229,IOM,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
425,AFG,Afghanistan,229,ITC,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
426,AFG,Afghanistan,229,UN,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
427,AFG,Afghanistan,229,UN WOMEN,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
428,AFG,Afghanistan,229,UNAIDS,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
429,AFG,Afghanistan,229,UNDP,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
430,AFG,Afghanistan,229,UNESCO,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
431,AFG,Afghanistan,229,UNFPA,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
432,AFG,Afghanistan,229,UNHCR,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
433,AFG,Afghanistan,229,UNICEF,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
434,AFG,Afghanistan,229,UNIDO,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
435,AFG,Afghanistan,229,UNOPS,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
436,AFG,Afghanistan,229,UNS - OCHA,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
437,AFG,Afghanistan,229,UNS - OHCHR,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
438,AFG,Afghanistan,229,UNS – RCOs,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
439,AFG,Afghanistan,229,UNS - UN Habitat,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
440,AFG,Afghanistan,229,UNS – UNAMA,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
441,AFG,Afghanistan,229,UNS - UNCTAD,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
442,AFG,Afghanistan,229,UNS - UNEP,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
443,AFG,Afghanistan,229,UNS - UNODC,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
444,AFG,Afghanistan,229,UNV,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
445,AFG,Afghanistan,229,WFP,True,Environmental and Social Code of Practices (	Dust generation),Possible,Significant Concern,Control,"•	The Contractor shall implement dust suppression measures (e.g. water spray vehicles, covering of material stockpiles, etc.) as required;
•	Construction vehicles shall comply with speed limits and ha",High
