iso;Country;KICKOFF_TRACKERID;type;description;comment;likelihood;impact;risktreatment;mitigationMeasure
THA;Thailand;387;risk;ICT/Landline Phone Service: Existing infrastructure may not be compatible;;Negligible;Negligible;Transfer;The is transferred to Vendor to offer compatible technology.
THA;Thailand;387;risk;Travel Services: Increased volume impact quality of services;;Possible;Slight Concern;Control;Regular engagement with vendor
TUN;Tunisia;389;risk;La cartographie et le recensement /a pas lieu comme prévu;;Possible;Slight Concern;Accept;Sensibiliser les chefs des  agences participantes à la réalisation de l'activité
UGA;Uganda;392;risk;Delayed processing of Staff benefits and unclear instructions to follow by staff and managers;;Possible;Negligible;Avoid;Timely submission of required documentation
UGA;Uganda;392;risk;Failure to run the system through initiation of the project;;Possible;Slight Concern;Avoid;Hire the right people to develop the system and continuous training
UGA;Uganda;392;risk;High risk of Implementing partners;;Highly Possible;Significant Concern;Control;Conduct  partners risk based capacity assesment
UGA;Uganda;392;risk;Increased cost of  conducting micro assements;;Highly Possible;High Concern;Control;Share information concerning partners that have undergone micro assessment
UGA;Uganda;392;risk;Increased cost of audits;;Highly Possible;Significant Concern;Control;Joint Capacity development and sharing of quality assurance activities
UGA;Uganda;392;risk;Lack of Harmonized banking charges and a unified UN banking LTA;;Possible;Significant Concern;Control;Develop and use a non Agency specific LTA
UGA;Uganda;392;risk;Lack of medical specialists to support staff & equipment;;Highly Possible;Significant Concern;Monitor;Hire required professionals and acquire necessary equipment
UGA;Uganda;392;risk;Lack of provision of funding for this activity;;Possible;Minimal;Avoid;Set a budget for all Internship opportunities
UGA;Uganda;392;risk;Low participation of staff and buy in.;;Possible;Minor;Avoid;Do early mobilization and create great awareness
UGA;Uganda;392;risk;Minimum  financial management  system and Capacity of personnel;;Possible;Slight Concern;Control;Undertake capacity building activities
UGA;Uganda;392;risk;The BOS is underfunded with effect on overall delivery;;Possible;Significant Concern;Control;RCO to mobilize resources through the UNCT.
UGA;Uganda;392;risk;The KMS platform established to host the central data for LTAs and Vendors is down.;;Highly Possible;Significant Concern;Control;OMT to agree on alternative platform
UGA;Uganda;392;risk;The OMT Logistics WG lacks the technical skills and capacity to fully implement the BOS.;;Possible;Significant Concern;Control;Develop Capacities and give trainings
UGA;Uganda;392;risk;Unavailability of same level or higher comparators in the country to base our survey on.;;Remote;Slight Concern;Accept;Use other means to determine rate harmonization perhaps with other Country offices
TZA;Tanzania;394;risk;Access to Data;;Possible;Slight Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Agencies readiness to participate;;Highly Possible;Significant Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Continuous changes imposed Globally by Agencies HQs;;Highly Possible;Minimal;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Financial constraints which may delays or negatively impact some of the common activities;;Possible;Slight Concern;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Lack of commitment from different agencies;;Possible;Significant Concern;Monitor;OMT will discuss and find solution
TZA;Tanzania;394;risk;Security of Data in the cloud;;Possible;Significant Concern;Accept;OMT will discuss and find solution
TZA;Tanzania;394;risk;Service provide does not provide satisfactory services;;Possible;Slight Concern;Control;OMT will discuss and find solution
TZA;Tanzania;394;risk;Time to respond to user requests;;Remote;Significant Concern;Control;OMT will discuss and find solution
VNM;Viet Nam;397;risk;GOUNH premises and services may be impacted by natural disasters, pandemic or changes in country context;;Remote;Slight Concern;Monitor;N/A
AZE;Azerbaijan;398;risk;Agencies different HACT practices (conducting macro-assessment, not working with IB at the current period);;Possible;Minimal;Accept;discuss possible joint activities for the areas that same for all participant
BRA;Brazil;399;risk;Initial bottlenecks may create dissatisfaction in the clients;;Remote;Minor;Accept;N/A
CHN;China;400;risk;Low participation or lack of human resources;;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;No sufficient communication;;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;Not timely follow-up;;Negligible;Negligible;Control;The WG will have meetings regularly to review the progress of each task and adjust the feasible implementation plan.
CHN;China;400;risk;Poor planning on start of business process;;Negligible;Negligible;Control;The WG will have meetings to make feasible and reasonable plan.
GNB;Guinea-Bissau;401;risk;-Agencies have different policies and guidelines for processing official documentation;;Negligible;Negligible;Accept;Use the standard approach
GNB;Guinea-Bissau;401;risk;"-Agencies policies and guidelines disallow for use of other agency’s frameworks
-Limited number of v";;Negligible;Negligible;Avoid;Improve BOS to get harmonized approached
GNB;Guinea-Bissau;401;risk;Banking system is generally dependent on one bank.;;Negligible;Negligible;Control;in addition to BAO, UN Agencies are working with Ecobank
GNB;Guinea-Bissau;401;risk;-Benefits from common services are best realized with co-location of agencies;;Possible;Minor;Monitor;Use common LTA in place
GNB;Guinea-Bissau;401;risk;-Fleet management system subject to negative cyber events;;Negligible;Minor;Avoid;VTS project in view
GNB;Guinea-Bissau;401;risk;Guinea Bissau biggest bank (BAO) has consistently provided an unsatisfactory service;;Possible;Minimal;Accept;A monthly meeting is organized with the bank to maintain good practices
GNB;Guinea-Bissau;401;risk;We are going to monitoring the level of implementing of all common ICT service;;Possible;Minimal;Transfer;Maintain good service quality through the LTA to facilitate the daily work of the agencies
IRN;Iran;404;risk;Appointment of new UNEPs in Tehran and in the field (UNHCR);;Highly Possible;Significant Concern;Accept;In coordination and consultation with WHO and RCO, develop a briefing note to be shared with all UNEP candidates, to ensure consistency of the information that is communicated to them such as, scope o
LBR;Liberia;407;risk;Generally, the concept of BOS and implementation procedures is not well grasped by the colleagues;;Possible;Significant Concern;Monitor;"1) Operations managers should ensure that the BOS link be shared amongst all focal points and training be mandatory and full completed

2) that it should be part of the focal points' PER"
LBR;Liberia;407;risk;Minimal cooperation of UN agencies for the implementation of the BOS;;Possible;Significant Concern;Monitor;"1)  heads of agencies, through UNCT to be reminded about their respective institution commitment to the significance of the BOS 

2) constantly follow up with agencies that are lagging to address the"
LBR;Liberia;407;risk;Non-participation of Agencies focal points in working groups and OMT initiatives not captured.;;Highly Possible;High Concern;Control;"1) OMT Chair needs to notify for possible action
2) focal points are selected to all WGs
3) focal points should participate in every meeting"
LBY;Libya;408;risk;Low participation and involvement of UN agencies in implementation of BOS;;Possible;Significant Concern;Control;Keep involving UN agencies in OMT and WG meetings through various channels
LBY;Libya;408;risk;Low participation of the HR working group members;;Possible;Minimal;Monitor;encourage all HR focal points to participate on the process through their heads of agencies
LBY;Libya;408;risk;SL-ICT-CS: No authorization to enhance the existing  network resulting in no or poor communication.;;Highly Possible;Significant Concern;Transfer;UN and WFP to re-establish communications with the new government to ensure proper radio licenses are permitted for all UN based in Libya.
NAM;Namibia;409;risk;Agency buy-in;;Possible;Slight Concern;Monitor;Regularly reporting, advocacy and implement agency feedback mechanism.
NAM;Namibia;409;risk;Fluctuations in demand and market price;;Possible;Slight Concern;Monitor;Monitor and adjust demand accordingly.
NAM;Namibia;409;risk;Inadequate capacity from key government agencies;;Possible;Significant Concern;Control;By capacity building where possible.
NAM;Namibia;409;risk;Ineffective coordination and agency commitment;;Remote;Minor;Avoid;Regular meetings and result oriented communication.
NAM;Namibia;409;risk;Limited number of HR staff;;Possible;Slight Concern;Control;Recruitment plan in place and build capacity of staff.
NAM;Namibia;409;risk;Limited number of procurement staff;;Possible;Minor;Control;Procurement plan in place and the build capacity of staff.
NAM;Namibia;409;risk;Potential decrease of UN agencies budgets in 2019-2023;;Negligible;Slight Concern;Monitor;Review and adjust budget.
NAM;Namibia;409;risk;Some UN agencies might find it unattractive to move to common banking;;Remote;Minor;Control;Monitor common banking service standards.
YEM;Yemen;415;risk;1. The existing challenges, political, socio-economic and health, may be a hindrance in implementing;;Possible;Slight Concern;Monitor;look at alternate system e.g. ULC IT or agencies specific IT support
YEM;Yemen;415;risk;Lack of Adequate participation by all agencies;;Possible;Negligible;Control;regular follow up from OMT
YEM;Yemen;415;risk;Unavailability of Fund;;Negligible;Slight Concern;Monitor;cost shared, transfer to another agency
ZMB;Zambia;416;risk;Lack of active participation from UN Agencies to implement and monitor;;Highly Possible;Significant Concern;Control;"- BOS task force designated to follow up on a monthly basis working group progresses.
- Active participation of staff in BOS embedded in annual performance assessment of WG members."
ZMB;Zambia;416;risk;Service providers may not want to provide discounted rates;;Possible;Slight Concern;Accept;We accept the risk
ZMB;Zambia;416;risk;UN Agencies may not release timely budget for implementing BOS;;Remote;Slight Concern;Control;Regular follow up done by OMT chair during UNCT meetings with agencies which have not yet contributed to the BOS budget
KEN;Kenya;418;risk;Government & Implementing Partners refusal to undertake the Micro-assessments or recommendations;;Possible;Slight Concern;Transfer;OMT will discuss with UNCT and find solutions.
KEN;Kenya;418;risk;Misuse of UNICEF resources by implementing partners impacting achievement of results;;Possible;Significant Concern;Control;"1. Capacity building plan for partners and staff prepared and implemented
2. Risk based assurance plan in place/implemented."
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation;;Possible;Significant Concern;Monitor;Agency buy-in and communication on the benefits
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation for the the common service line;;Highly Possible;Significant Concern;Control;Advocacy for the service line on benefits of the service including saving and quality
KEN;Kenya;418;risk;UN Agencies are not committed in regards to BOS implementation for the the common service line;;Possible;Slight Concern;Control;Enhance the importance of BOS
MWI;Malawi;419;risk;Agencies not participating in the BOS planning and all ICT WG activities;;Highly Possible;Significant Concern;Monitor;Ensure management support
MWI;Malawi;419;risk;All the agencies may not follow required procedure for implementation;;Remote;Slight Concern;Control;Conduct trainings and workshops
MWI;Malawi;419;risk;Failure to acquire adequate equipment for implementation will impact the Business continuity in case;;Possible;Slight Concern;Control;Request UNCT to timely commit funds and human resouce towards implementation
MWI;Malawi;419;risk;Failure to hold workshops/meetings at the same time due to conflicting calendars;;Negligible;Negligible;Accept;Share Annual Work Plans to facilitate good planning
MWI;Malawi;419;risk;Failure to identify warehousing space sufficient enough to carry all the goods of combined UN Agencies;;Possible;Slight Concern;Monitor;Identify extra warehousing space available on the market should the need for extra space arise
MWI;Malawi;419;risk;ISPs change the cost rate of BW due to serious constraint;;Possible;Slight Concern;Control;Peg the service cost in USD
MWI;Malawi;419;risk;ISPs close their company due to some difficulties to functioning;;Negligible;Negligible;Accept;Establish LTA with 2 or more ISPs
MWI;Malawi;419;risk;Limitation related to the internal vendor management Policy of each respective agency;;Possible;Minor;Monitor;Leverage on the global mutual recognition
MWI;Malawi;419;risk;Non existence of licensed companies as representative in the country for ICT equipment model;;Possible;Minor;Monitor;Procure equipment from international licensed companies that have the capacity to timely deliver specified equipment to Malawi
MWI;Malawi;419;risk;Regardless of the availability of the electronic signature solution, staff may still prefer the manual signature;;Negligible;Negligible;Accept;Conducting User Trainings
MWI;Malawi;419;risk;Rental companies may not always have the quantity or type of vehicles required at all times;;Highly Possible;Significant Concern;Control;Establish LTA with two or more SPs
MWI;Malawi;419;risk;Some UN Agencies failing to submit their customs clearance documents to clearance agents timely;;Possible;Slight Concern;Control;Timely reminders and follow ups with agencies
MWI;Malawi;419;risk;UN agencies use different systems for disbursement of foex to their COs;;Negligible;Negligible;Control;Mananging agency to be responsible for disbursement of forex to all participating agencies
MAR;Morocco;420;risk;1. Report de participation ou retrait d’une ou plusieurs agences de la BOS ou d’un service;;Possible;Minimal;Accept;OMT accept the risk
MAR;Morocco;420;risk;2. Le temps d’adaptation aux nouvelles méthodes de travail en collaboration;;Highly Possible;Minor;Monitor;Séances de formations et de travail avec les groupes de travail concernés
MAR;Morocco;420;risk;3. Services « Administration »: la sous-utilisation des LTAs conjoints diminue les gains attendus.;;Possible;Significant Concern;Monitor;"- Sensibilisation continue de la nécessité d'honorer leurs engagements en matière d'utilisation des LTA.
- Envisager d'amender le LTA pour qu'il puisse répondre aux besoins de l'ensemble des agences"
MAR;Morocco;420;risk;4. Services « Administration »: Faible réactivité des prestataires à répondre aux besoins.;;Highly Possible;Significant Concern;Control;- Intervenir auprès des fournisseurs pour clarifier davantage les besoins et tenir avec eux des sessions de travail pour expliquer la procédure de sollicitation
MAR;Morocco;420;risk;5. Les LTA mis en place ne répondent pas aux besoins de toutes les agences.;;Possible;Slight Concern;Monitor;- Amender les LTA pour qu'ils répondent aux besoins de toutes les agences
MAR;Morocco;420;risk;6. Les fournisseurs et prestataires refusent de s’engager pour une durée de plus de six mois.;;Possible;Slight Concern;Transfer;- Continuer à chercher la Best Value for Money du moment.
SSD;South Sudan;421;risk;"- Synergies in common training approach can not be agreed upon 
-Duplication of training prpgrammes";;Possible;Minor;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Agency may not participate in the common service;;Possible;Slight Concern;Accept;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Common LTA to be supported, and partnerships with mobile providers expanded across all agencies. Cos;;Possible;Slight Concern;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;COVID19 disrupts the new RFP for Banking services  process due to uncertainties revolving around the;;Remote;Minimal;Transfer;OMT can look for additional options on how to implement this activity.
SSD;South Sudan;421;risk;Lack of CVs updated to the common rosters by agencies and, non availability of candidates when selec;;Possible;Slight Concern;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Lack of engagement from the ministry of Labor and structural constraints of the labor market (lack o;;Negligible;Minimal;Transfer;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Local and International Infrastructure are used and shared accordingly, agencies to welcome the cost;;Remote;Negligible;Control;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Possibility of deterioration in the USD liquidity in the Country which will affect the time and cost;;Possible;Slight Concern;Accept;OMT may discuss and find solutions.
SSD;South Sudan;421;risk;Worsened country security risk;;Possible;Significant Concern;Transfer;OMT may discuss and find solutions.
TGO;Togo;422;risk;Changement conjoncturel ou dans la législation nationale;;Negligible;Minor;Accept;Suivre de pres tout changement legislatif pouvant affecter les operations du SNU
TGO;Togo;422;risk;Changement d'une partie de l'équipe de l'OMT et des membres des sous groupes (départ, retraite, etc.;;Possible;Slight Concern;Monitor;"S'assurer du plan de succession des membres de l'OMT au niveau de chaque agence
Assurer des formations continues des mebres de l'OMT sur des nouvelles legislations ou reformes au niveau pays et au niv"
TGO;Togo;422;risk;Faible engagement des agences des Nations Unies à conduire et à participer aux appels d'offres;;Negligible;Slight Concern;Accept;Mobiliser les collegues pour participer a l'elaboration des TDRs pour contribuer au contenu des appels d'offre et refleter leur reels besoins et aux travaux d'evaluations des soumissions et donner
TGO;Togo;422;risk;La pendemie de la COVID-19 n'est pas finie totalement. Au cas où la pandémie continue, cela va ralentir certaines opérations de maniere significative;;Negligible;Minor;Accept;Maintenir des acquis en matiere de prevention et de controle de l'infection du covid-19 que le SNU a mis en place
TGO;Togo;422;risk;Nombre réduit de prestataires ayant les capacités de postuler aux appels d'offres du SNU;;Remote;Minimal;Accept;Continuer a encourager l'amélioration des capacites des entreprises nationales pour developer leurs competences dans la gestion des affaires
TGO;Togo;422;risk;Non respect de la qualité des produits et services livrés/rendus;;Possible;Minor;Control;Assurer la receptrion de qualité vs termes de references des produits ou services commandés
TGO;Togo;422;risk;Non utilisation des LTA existants par les agences des Nations Unies;;Possible;Slight Concern;Monitor;OMT s'engage a utiliser les accords-cadre en collaboration
TGO;Togo;422;risk;Peu de fournisseurs qualifiés participent aux appels d'offres du SNU Togo;;Possible;Slight Concern;Accept;Elargir des annonces, mettre base des donnees des fournisseurs qualifiés et encourager les fournisseurs a postuler aux sollicitations du SNU
TGO;Togo;422;risk;Réticence des prestataires à accepter les clauses contractuelles du SNU (Hors Taxes, etc.);;Possible;Slight Concern;Control;"Expliquer aux prestataires des procedures d'approvisionnements en place.
Obtenir des exoneartions en amount aupres d'OTR"
VEN;Venezuela;423;risk;Difficult access and rising fuel costs;;Possible;Minor;Monitor;Negotiate directly with the supplier to ensure operability.
ZWE;Zimbabwe;424;risk;BOS actions may be delayed as COVID-19 emergency response takes higher priority;;Negligible;Minor;Monitor;"Engage staff virtually/online.
Share  material through emails"
ZWE;Zimbabwe;424;risk;Current COVID pandemic may limit options to increase comparators due to economic downturn;;Negligible;Negligible;Accept;Engage  staff virtually
ZWE;Zimbabwe;424;risk;Extreme market volatility and price instability may hamper opportunities for negotiated discounts;;Negligible;Negligible;Monitor;"Renegotiate with supplier on agreed discount
Make use of conference venues with discounted conference fees.
Put contingency plan incase there is need to do on-line training."
ZWE;Zimbabwe;424;risk;Failure of members to actively participate in the OMT and WG processes by all participating agencies;;Possible;Significant Concern;Control;Work with OMT members to have oversight on WG members
ZWE;Zimbabwe;424;risk;Inconsistent individual UN Agency operational policies may impede joint implementation;;Possible;Slight Concern;Accept;Agencies to be convinced to collaborate on service during OMT presentations
ZWE;Zimbabwe;424;risk;Non responsiveness of agencies in submitting data required;;Possible;Significant Concern;Control;Follow ups will be made with agencies who do not submit data on time
ZWE;Zimbabwe;424;risk;Response to COVID and need to work from home may impact on ability to progress BOS actions;;Negligible;Negligible;Control;"New lead agency appointed 
Agencies have business continuity systems in place incase of need to work from home."
ZWE;Zimbabwe;424;risk;Some agencies may not have flexible policies impeding implementation by all agencies;;Negligible;Negligible;Avoid;RCO to engage agencies to collaborate on this service
ZWE;Zimbabwe;424;risk;Unavailability of available  resources (budget/staff) to conduct the session;;Remote;Significant Concern;Control;Timely planning and engagement with OMT /Agencies for the  required resources.
NIC;Nicaragua;425;risk;Agencias no participan activamente en sus grupos para cumplir con el BOS;;Possible;Significant Concern;Monitor;"Sostener reuniones regulares del OMT y los sub grupos para revisar Planes de Trabajo y seguimiento mensual. 
La participación de los puntos focales debe ser  mandatorio por parte de los Representantes"
NIC;Nicaragua;425;risk;Los conflictos internacionales y/o pandemias afectan la cadena de suministros.;;Possible;Significant Concern;Monitor;Anticipar acciones basados en el monitoreo del riesgo, tales como: Realizar los procesos de compras de manera oportuna considerando los retrasos en las entregas de los bienes y servicios debido a las
RWA;Rwanda;152;assumption;All UN Groups (UNCT, OMT, UNDP RESULT GROUP, M&E, Communication and UN WGs, etc.) continuously upd;All UN Groups (UNCT, OMT, UNDP RESULT GROUP, M&E, Communication and UN WGs, etc.) continuously update;;;;
RWA;Rwanda;152;assumption;UN Agencies are willing to participate and share related information;The assumption that all agencies will share related information in time, however there are some that do not participate;;;;
RWA;Rwanda;152;assumption;Agencies regularly update information regarding LTA's on Platform.;The assumption that all agencies will update information regarding their  LTA's platform  however there are some that do not participate;;;;
RWA;Rwanda;152;assumption;"Assumptions

All Agencies utilize the joint LTAs

The suppliers or vendors are willing to offer disc";The assumption that all agencies use joint LTA's however there are some that do not participate;;;;
RWA;Rwanda;152;assumption;"BCP Document is approved by all HoA
Each agency conducts at least 1 simulation during the BOS period";Each agency conducts at least 1 simulation during the BOS period;;;;
RWA;Rwanda;152;assumption;"Most training provided by UN Agencies’ are similar to enable collaboration.

Adequate funding availa";;;;;
RWA;Rwanda;152;assumption;No fund shortage (total planned amount of UNDAP USD 600M is mobilized.;No fund shortage (total planned amount of UNDAP USD 600M is mobilized.;;;;
RWA;Rwanda;152;assumption;The banks will approve the reduction in banking services fees and improvement in quality;;;;;
RWA;Rwanda;152;assumption;UN Agencies are committed to use the inter-Agency LTAs;The assumption is that all agencies use joint LTA's however, there are some that do not participate;;;;
RWA;Rwanda;152;assumption;UN Agencies are willing to recruit from the centrally developed and updated Consultancy Roster;;;;;
RWA;Rwanda;152;assumption;UN Agencies committed to use the market guidelines when determining the consultancy fees.;;;;;
RWA;Rwanda;152;assumption;UN Agencies internal policies and procedures support harmonizing of consultancy rate.;;;;;
SYR;Syria;217;assumption;Different requirements that hamper the possibility of having all agencies involved in one common agr;;;;;
SYR;Syria;217;assumption;Prolonged and sustained spread of Covid Pandemic globally continues to impact on revival of global s;;;;;
SYR;Syria;217;assumption;Prolonged Ukraine crisis;;;;;
AFG;Afghanistan;229;assumption;All participating Agencies have stable connectivity to internet;;;;;
AFG;Afghanistan;229;assumption;Avoid duplicated macro assessment at agency level.;;;;;
AFG;Afghanistan;229;assumption;Coordination from the agencies to provide GLA from an active project for the bank charges;;;;;
AFG;Afghanistan;229;assumption;Due to the security issue, the transactions will be suspended.;;;;;
AFG;Afghanistan;229;assumption;Due to the security reason, we can outsource for the spot check activity, Coordination meeting throu;;;;;
AFG;Afghanistan;229;assumption;From each agency the right focal point should be participated in the survey and meetings.;;;;;
AFG;Afghanistan;229;assumption;If premises are affected, alternate (BCP) premises should be arranged in each province including col;;;;;
AFG;Afghanistan;229;assumption;If storage is full, other agencies' storage should be accommodating when possible, or quick distribu;;;;;
AFG;Afghanistan;229;assumption;If transport is obstructed, transport should be managed. Future shipments should use another route;;;;;
AFG;Afghanistan;229;assumption;Immediate withdrawal of contract by the vendor;;;;;
AFG;Afghanistan;229;assumption;Import genuine spare parts from out of the country;;;;;
AFG;Afghanistan;229;assumption;increase of batteries for backup system for solar system;;;;;
AFG;Afghanistan;229;assumption;It requires the XCOM agencies to make an up-front investments for greater collaboration.;;;;;
AFG;Afghanistan;229;assumption;Make sure it is indicated in the LTA or contract that data will strictly saved;;;;;
AFG;Afghanistan;229;assumption;National regulatory framework permits women-owned businesses;;;;;
AFG;Afghanistan;229;assumption;Negotiation on fluctuation rate with AIB;;;;;
AFG;Afghanistan;229;assumption;Network & power interruption.;;;;;
AFG;Afghanistan;229;assumption;Programmes will be affected if delivery of graphic or printing service are delayed;;;;;
AFG;Afghanistan;229;assumption;Share the current induction/welcome package that  organization has;;;;;
AFG;Afghanistan;229;assumption;The experience of an audit company in the related region;;;;;
AFG;Afghanistan;229;assumption;The formal procurement process to be conducted to find an alternative bank;;;;;
AFG;Afghanistan;229;assumption;The participating agencies should ensure to pay their common servies shared payments on time;;;;;
AFG;Afghanistan;229;assumption;The service will be down during the security worsen situation.;;;;;
AFG;Afghanistan;229;assumption;The UNDP or UNICEF HQ may agree to expand and Innovate the current HACT website systems, for high qu;;;;;
AFG;Afghanistan;229;assumption;To establish a committee and communicate on UN Dispensary and cost;;;;;
AFG;Afghanistan;229;assumption;To formulate an acknowledgment template for the payment receipt from the beneficiary;;;;;
AFG;Afghanistan;229;assumption;Translate the training sessions in local languages for supporting staff;;;;;
AFG;Afghanistan;229;assumption;Working on system improvement.;;;;;
PRK;Korea, Democratic People's Republic of;253;assumption;Availability of a Medical Personnel to manage clinic during week days and weekends;;;;;
PRK;Korea, Democratic People's Republic of;253;assumption;HR-UN Clinic-UNCT will identify the minimum standards of a recognized UN Clinic;;;;;
PRK;Korea, Democratic People's Republic of;253;assumption;ICT - in house ICT- all ICT officers to receive an orientation training on all UN systems;;;;;
PRK;Korea, Democratic People's Republic of;253;assumption;ICT-local ISP- the current internet serv.prov. is able to provide sufficient bandwidth to UN.;;;;;
BRB;Barbados;272;assumption;"All current UN agencies continue to utilize the same bank  
All 7 UN Agencies reclaim VAT  
There is";;;;;
BRB;Barbados;272;assumption;All UN agencies make VAT reclaims;;;;;
BRB;Barbados;272;assumption;All UN agencies will procure office supplies;;;;;
BRB;Barbados;272;assumption;All UN agencies will utilise roster and harmonized rates;;;;;
BRB;Barbados;272;assumption;All UN agencies will utilise travel services;;;;;
BRB;Barbados;272;assumption;All UN agencies’ consultant policies are sufficiently similar, to enable all agencies to use the gui;;;;;
BRB;Barbados;272;assumption;"Catering companies can meet agency service demands 
Catering companies selected are going to concern";;;;;
BRB;Barbados;272;assumption;"Collaboration platform will exist.
All agencies will have access to the collaboration platform to up";;;;;
BRB;Barbados;272;assumption;"More than one service provider on the market  
Service provided by service provider is sufficient fo";;;;;
BRB;Barbados;272;assumption;The Government is open to the idea to reduce its own administrative burden;;;;;
BRB;Barbados;272;assumption;The Ministry of Foreign Affairs ensures that the local bank is notified of and adheres to diplomatic;;;;;
BRB;Barbados;272;assumption;UN agencies will utilize the services of the selected hotels;;;;;
UKR;Ukraine;30;assumption;All Agencies agree to participate in the common car pool;;;;;
UKR;Ukraine;30;assumption;All Agencies will use the Common Facility Services in Kramatorsk;;;;;
UKR;Ukraine;30;assumption;All HR practitioners are trained on validation technique and share this knowledge;;;;;
UKR;Ukraine;30;assumption;All participating Agencies agree to use standardized ToRs for SC positions;;;;;
UKR;Ukraine;30;assumption;Common premises continue their operation for the next 5 years;;;;;
UKR;Ukraine;30;assumption;Common sharepoint will be set up to allow the agencies to store and share data;;;;;
UKR;Ukraine;30;assumption;Competitive process will allow to identify a reliable financial partner on the mature Ukrainian mark;;;;;
UKR;Ukraine;30;assumption;Qualified staff resources are retained to manage the common facility services;;;;;
UKR;Ukraine;30;assumption;the agencies agree to lead the LTA provider selection process on a rotational basis;;;;;
COM;Comoros;301;assumption;Consensus au niveau des agences des Nations Unies sur des normes spécifiques;;;;;
COM;Comoros;301;assumption;Critères et exigences très contraignants pour les normes des Nations Unies par rapport à la situatio;;;;;
COM;Comoros;301;assumption;Reduction des couts de transaction dans toutes les étapes par le recours aux LTAs corporate ou accor;;;;;
EGY;Egypt;302;assumption;Clear agreement with the service porvider companies for job posting and to be unified to all partici;;;;;
EGY;Egypt;302;assumption;Training sessions are well organized in advance to allow for more participation;;;;;
EGY;Egypt;302;assumption;Training topics and modalities selected to best suit the UN agencies needs and requirements;;;;;
EGY;Egypt;302;assumption;UNCT will ensure availability of funding for the BOS;;;;;
ALB;Albania;303;assumption;During Covid pandemic, the affected UN staff may not perform with the same quality as before;;;;;
ALB;Albania;303;assumption;In the COVID 19 circumstances usage of bandwidth may increase, requesting additional budget;;;;;
ALB;Albania;303;assumption;There is a potential risk of monopoly in the market of mobile communication in Albania;;;;;
DZA;Algeria;304;assumption;OMT and UNCT will actively engage in implementing and monitoring progress on BOS;;;;;
DZA;Algeria;304;assumption;The BOS relies on a relative improvement of the health context (covid19) to allow UN Operations to r;;;;;
AGO;Angola;305;assumption;Agencies benefiting from effective joint operations will share the best practices;Other regions to be attracted;;;;
AGO;Angola;305;assumption;Application of Mutual Recognition principle will facilitate the joint efficiency and credibility;Awareness sessions are needed;;;;
AGO;Angola;305;assumption;Common sharepoint is set up to allow the agencies to store and share data;Maintenance is administered by UNICEF;;;;
AGO;Angola;305;assumption;The Agencies agree to jointly maintain the operations capacity, also through capacity building and b;;;;;
ARG;Argentina;306;assumption;Compromiso de las Agencias para cumplir con los objetivos;;;;;
ARG;Argentina;306;assumption;Gran cantidad de proveedores de bienes;;;;;
ARG;Argentina;306;assumption;Gran cantidad de proveedores de servicios;;;;;
ARG;Argentina;306;assumption;Mejora de precios por economías de escala;;;;;
ARM;Armenia;307;assumption;Not enough qualifying and responsive comparators as per the salary survey methodology.;;;;;
BHR;Bahrain;308;assumption;Covid impact on travel;;;;;
BHR;Bahrain;308;assumption;Due to Covid impact, the need for this service will be in high demand.;;;;;
BHR;Bahrain;308;assumption;The Service provider has capacity to continue providing the services in an efficient manner.;;;;;
BGD;Bangladesh;309;assumption;AWG/PWG/IT WG: Expected that all Leading Agencies will effectively collaborate with Participating ag;;;;;
BGD;Bangladesh;309;assumption;AWG: Availability of fund for better coordination;;;;;
BGD;Bangladesh;309;assumption;AWG: Further Training opportunity on BOS;;;;;
BGD;Bangladesh;309;assumption;FWG: Full compliance with the agreement by house bank.;;;;;
BGD;Bangladesh;309;assumption;HR: Availability of panel members;;;;;
BGD;Bangladesh;309;assumption;Human Resources are available to deliver the planned services. Agencies will make this resources ava;;;;;
BGD;Bangladesh;309;assumption;ICT WG: Achievement of Cost reduction along the Common ICT service lines;;;;;
BGD;Bangladesh;309;assumption;ICT WG: Local ICT Equipment Maintenance provider can meet global standards;;;;;
BGD;Bangladesh;309;assumption;IT WG: Availability of Budget;;;;;
BGD;Bangladesh;309;assumption;LOGWG- Improved service and cost effectiveness;;;;;
BGD;Bangladesh;309;assumption;LOGWG- Prompt support during emergency;;;;;
BGD;Bangladesh;309;assumption;PWG-Availability of Evaluation panel members;;;;;
